Course,Admission_grade,Tuition_fees_up_to_date,Age_at_enrollment,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
9500,123.3,1,20,8,7,14.901428571428571,8,7,14.901428571428571
9500,126.3,1,18,8,7,12.65,9,8,12.445555555555554
9991,128.2,0,22,12,7,11.0,5,5,10.6
9085,134.9,1,20,7,4,12.4,9,5,12.666666666666666
9003,140.0,1,19,7,6,12.0,7,6,12.666666666666666
9500,115.5,1,19,8,7,12.135714285714286,10,7,13.328571428571427
9500,136.6,1,19,12,6,13.766666666666666,10,7,14.051428571428572
9500,119.3,1,19,8,8,13.11625,8,8,13.11625
9070,152.0,0,19,5,0,0.0,0,0,0.0
9500,144.3,1,20,9,6,12.7,8,7,13.571428571428571
9500,129.5,1,20,7,6,12.333333333333334,7,6,12.333333333333334
9670,105.4,1,20,6,5,13.333333333333334,6,5,13.2
9500,136.0,1,21,9,7,14.355555555555554,8,8,13.49375
9003,160.0,1,19,8,6,13.0,11,5,13.0
9773,139.1,1,19,6,6,12.833333333333334,6,6,13.5
9670,126.9,1,21,5,5,13.2,5,4,13.0
9500,184.0,1,28,9,7,17.005555555555556,9,8,16.582222222222224
9238,125.0,0,19,8,5,10.6,8,5,11.0
9147,138.5,1,18,5,5,14.0,6,5,13.6
9500,133.5,1,18,8,7,12.114285714285714,8,7,12.114285714285714
9500,141.5,1,18,8,8,13.05875,8,8,13.05875
9500,130.0,1,22,8,7,13.285714285714286,8,7,13.285714285714286
9500,145.0,1,18,7,7,14.071428571428571,8,8,15.1625
9254,114.3,0,20,0,0,0.0,0,0,0.0
171,108.3,0,26,9,4,11.25,12,3,11.0
9070,125.2,1,18,6,6,14.0,8,6,13.625
9254,131.7,1,21,8,6,12.166666666666666,11,3,11.666666666666666
9500,126.3,1,18,8,7,13.297142857142855,8,7,13.297142857142855
9085,147.6,1,20,14,6,13.923076923076923,9,6,14.25
9500,125.1,1,18,11,7,13.37,13,7,12.833333333333334
9670,130.8,1,20,5,4,15.0,5,4,13.75
9853,154.1,1,18,6,6,13.333333333333334,7,6,12.571428571428571
8014,103.5,1,22,7,5,13.4,9,5,12.2
9991,100.0,1,21,9,4,11.5,5,5,11.4
9500,133.8,1,18,8,7,13.485714285714284,8,7,13.485714285714284
9070,118.5,1,18,6,6,12.0,8,6,11.285714285714286
171,150.3,1,19,0,0,0.0,0,0,0.0
9500,120.5,1,19,11,7,13.258571428571427,11,7,13.258571428571427
9254,120.6,0,19,9,3,11.666666666666666,15,1,10.0
9254,118.7,1,21,7,6,13.571428571428571,6,6,12.5
9773,130.8,1,20,9,5,11.8,9,5,11.833333333333334
9147,112.6,1,20,7,5,14.2,7,5,13.285714285714286
9991,117.2,1,41,8,5,11.0,6,5,11.8
9500,131.8,1,18,8,7,14.652857142857142,8,7,14.652857142857142
8014,97.0,1,35,9,6,11.333333333333334,6,6,11.333333333333334
9500,130.0,0,32,12,4,13.7,7,0,0.0
8014,148.0,1,37,11,11,13.727272727272728,8,8,14.75
9147,103.4,1,30,9,7,11.75,12,7,11.142857142857142
9773,127.1,1,23,9,6,12.333333333333334,11,5,13.0
9773,124.0,1,20,6,6,14.0,7,6,13.857142857142858
9670,121.4,1,21,7,4,11.5,6,4,11.75
9147,118.1,1,19,6,5,11.2,5,5,13.2
9500,121.3,1,18,8,7,15.07,8,7,15.07
9119,119.5,1,18,6,1,10.0,7,1,12.0
9670,130.2,1,22,11,4,13.0,11,4,12.6
9254,130.0,1,18,7,4,11.0,7,3,11.25
9238,126.9,1,18,8,6,13.571428571428571,11,5,12.166666666666666
9070,168.5,1,21,7,5,14.6,6,5,14.2
9500,130.0,1,38,13,3,11.833333333333334,14,2,10.0
9556,122.8,1,19,11,7,12.625,11,8,12.5125
9500,110.0,1,36,12,4,11.5,14,3,12.333333333333334
9085,127.1,1,18,8,4,13.25,10,4,10.5
9500,108.5,1,19,9,7,12.60625,12,6,11.9
9085,138.2,0,21,15,8,13.75,17,5,13.2
9238,124.5,1,18,11,5,11.142857142857142,8,6,12.285714285714286
9147,132.3,1,20,9,1,10.0,10,1,11.0
9254,120.7,1,18,8,6,11.666666666666666,10,4,11.5
9670,132.6,1,18,8,6,14.0,7,6,13.142857142857142
9130,140.0,1,25,9,0,0.0,9,0,0.0
9500,124.5,1,19,9,7,12.04142857142857,9,7,12.04142857142857
171,142.0,1,18,0,0,0.0,0,0,0.0
9254,130.0,1,39,14,13,13.76923076923077,16,12,14.583333333333334
9003,144.0,1,29,20,18,15.444444444444445,13,13,15.307692307692308
9070,140.0,0,23,3,2,10.0,0,0,0.0
9853,113.9,1,21,8,4,12.25,13,3,10.333333333333334
9238,137.2,0,18,6,6,14.5,6,6,15.166666666666666
9085,140.0,1,23,7,6,15.571428571428571,8,6,16.375
9130,152.3,1,18,7,6,15.571428571428571,7,6,14.714285714285714
8014,112.5,1,32,8,5,13.8,7,6,12.166666666666666
9147,101.0,0,29,8,3,10.666666666666666,14,2,14.8
9238,112.3,1,20,8,5,11.6,8,4,11.75
9238,114.0,0,28,11,1,13.0,12,0,0.0
9147,130.0,1,27,9,3,12.0,11,4,13.625
9500,121.5,1,22,14,12,12.333333333333334,14,12,12.333333333333334
8014,130.0,0,28,12,1,11.0,0,0,0.0
9003,125.7,0,43,10,4,12.25,13,4,10.5
9556,128.0,0,32,7,0,0.0,8,0,0.0
9500,120.0,1,35,9,8,13.63,9,8,13.63
9670,117.8,1,21,8,3,13.0,7,4,11.5
9500,169.7,1,18,7,7,16.9,9,8,16.37777777777778
9238,117.7,1,18,10,5,12.0,11,4,12.0
8014,121.8,1,22,6,6,12.5,7,6,13.285714285714286
9500,128.3,1,19,8,7,12.764285714285714,8,7,12.764285714285714
9147,132.2,1,18,8,5,13.75,6,5,12.166666666666666
171,134.3,1,19,0,0,0.0,0,0,0.0
9500,123.4,1,18,7,7,14.604285714285712,9,8,15.68333333333333
9991,121.7,0,31,7,0,0.0,7,0,0.0
8014,130.0,1,33,9,5,13.833333333333334,7,6,12.5
9500,126.5,1,19,8,8,13.57625,8,8,13.57625
9238,159.7,1,18,7,6,15.142857142857142,6,6,15.833333333333334
9147,151.3,1,23,8,3,10.666666666666666,8,5,11.6
9238,138.0,1,20,11,5,11.2,6,6,12.0
9500,126.5,1,18,8,8,13.76375,8,8,13.76375
9238,112.3,1,22,10,5,10.714285714285714,10,5,12.2
9238,127.3,1,20,6,6,12.166666666666666,7,6,11.666666666666666
9500,130.0,1,23,8,6,14.357142857142858,8,6,14.357142857142858
9773,115.0,1,19,6,6,12.833333333333334,6,6,12.666666666666666
9500,131.5,1,19,8,7,13.925714285714283,8,7,13.925714285714283
9991,125.7,1,26,9,2,12.0,9,3,11.0
9500,126.8,1,18,7,7,13.44285714285714,9,8,13.744444444444444
9119,132.4,1,18,5,1,16.0,5,0,0.0
9003,150.0,1,20,8,6,13.125,10,6,13.2
9670,95.0,1,19,7,0,0.0,6,0,0.0
9991,128.2,0,32,9,5,11.4,4,4,11.0
9130,130.0,0,31,12,2,11.0,9,3,11.666666666666666
9085,159.9,1,21,14,5,13.666666666666666,10,5,13.0
9991,100.0,0,31,10,4,11.75,6,1,10.0
9853,116.5,1,34,11,1,10.0,7,1,13.0
9238,120.0,1,18,8,6,13.5,9,6,12.833333333333334
9238,117.0,1,19,0,0,0.0,0,0,0.0
9853,118.1,0,18,11,3,13.0,10,5,11.8
9254,153.5,1,20,7,6,14.833333333333334,6,6,16.0
9773,127.9,1,20,6,6,11.833333333333334,7,6,12.857142857142858
9670,118.8,1,18,10,5,12.0,11,5,12.333333333333334
9238,126.7,1,19,11,4,12.75,7,6,11.333333333333334
9130,110.0,1,30,7,0,0.0,16,1,10.0
9238,115.0,1,19,6,6,12.0,7,6,12.857142857142858
9556,119.0,1,19,9,7,11.677777777777775,8,8,13.8
9500,121.8,1,19,8,7,13.6,8,7,13.6
9085,133.4,1,19,7,6,16.0,8,6,15.875
9238,131.4,1,20,9,5,11.8,7,6,11.5
9119,135.0,1,25,5,0,0.0,7,2,14.0
9773,122.8,1,19,0,0,0.0,0,0,0.0
9853,140.0,1,34,7,6,16.142857142857142,10,6,16.2
9500,125.3,1,18,8,7,11.785714285714286,8,7,11.785714285714286
9500,126.3,1,18,8,8,13.42375,8,8,13.42375
9670,100.0,1,20,8,6,12.5,10,5,14.166666666666666
9500,121.3,1,20,8,7,12.464285714285714,8,7,12.464285714285714
9670,120.0,1,28,8,1,10.0,9,0,0.0
9147,129.7,1,19,5,5,12.6,6,4,12.4
9147,132.1,1,34,7,2,10.0,6,4,12.0
9853,120.3,1,35,7,0,0.0,0,0,0.0
9991,120.0,1,32,7,5,11.6,8,5,12.333333333333334
9254,123.1,1,19,8,6,12.166666666666666,6,6,13.5
9670,119.4,1,18,10,4,13.6,7,5,12.666666666666666
9147,140.0,0,35,8,4,12.5,8,5,11.8
9238,113.0,1,20,7,6,11.714285714285714,8,6,12.625
9773,133.9,1,18,7,6,13.5,7,6,13.0
9500,115.5,1,20,8,7,13.024285714285714,8,7,13.024285714285714
9254,116.5,0,18,12,0,0.0,0,0,0.0
9119,171.2,1,18,6,5,17.333333333333332,8,5,18.571428571428573
9670,119.1,1,20,7,4,11.0,7,4,11.5
9853,121.1,1,19,10,6,13.666666666666666,9,6,12.5
9238,132.8,1,19,6,6,12.833333333333334,8,6,11.833333333333334
9773,126.7,1,20,9,5,12.6,11,4,11.5
9500,105.8,1,22,8,6,14.333333333333334,9,7,13.771428571428572
9500,140.0,1,19,8,7,14.285714285714286,8,7,14.285714285714286
9003,120.0,1,22,15,3,11.75,12,2,10.0
9119,119.5,1,20,5,5,14.8,5,5,17.6
9003,153.9,0,34,7,0,0.0,0,0,0.0
8014,130.0,1,24,14,1,10.0,5,0,0.0
9670,107.0,1,26,5,0,0.0,5,0,0.0
9500,132.8,1,35,10,4,12.6,9,5,12.38
9991,127.5,1,22,9,5,12.428571428571429,7,5,11.8
9147,122.0,1,19,7,3,12.333333333333334,5,0,0.0
9254,114.8,0,19,0,0,0.0,0,0,0.0
171,140.0,1,20,0,0,0.0,0,0,0.0
9670,111.0,1,21,12,10,12.1,9,8,13.333333333333334
9773,133.2,1,19,7,6,14.714285714285714,6,6,15.0
9773,123.0,1,18,6,6,12.666666666666666,7,6,12.833333333333334
9003,150.0,1,23,14,12,14.384615384615383,12,10,13.3
9147,132.3,1,18,5,5,13.4,6,5,12.2
9500,126.0,1,18,8,7,13.314285714285717,8,7,13.314285714285717
9500,119.3,1,19,8,7,11.98857142857143,8,7,11.98857142857143
9147,133.8,1,21,17,11,11.545454545454543,13,8,12.88888888888889
9085,126.5,1,18,13,6,16.46153846153846,8,6,13.875
9773,138.4,1,24,7,6,13.666666666666666,6,6,12.833333333333334
9500,129.0,1,18,8,7,12.65,9,8,13.411111111111111
9500,129.8,1,20,8,6,14.37,10,7,14.65
9773,128.3,0,18,12,3,12.0,15,3,10.666666666666666
9254,130.0,1,19,11,4,12.0,14,3,11.0
9853,121.9,1,19,10,5,12.6,7,5,11.2
9238,129.4,1,18,6,6,12.166666666666666,6,6,12.333333333333334
9500,125.5,1,18,8,8,13.76375,8,8,13.76375
9556,117.8,1,19,11,6,12.4,8,6,12.8
9500,139.0,1,18,7,6,14.333333333333334,7,6,14.333333333333334
9254,137.7,0,19,14,1,10.0,13,0,0.0
9500,113.6,1,21,8,7,14.69625,9,8,14.622222222222224
9556,128.5,1,18,9,7,12.855555555555556,8,8,13.9125
9500,142.8,1,18,7,7,13.7,9,8,13.994444444444444
9130,137.7,0,23,9,0,0.0,10,1,12.0
9500,123.2,1,18,7,7,13.285714285714286,9,8,13.333333333333334
9130,120.0,1,21,14,5,11.5,13,5,11.0
9500,119.3,1,19,8,7,11.4,8,7,11.4
9238,121.0,1,21,6,6,12.333333333333334,8,6,11.333333333333334
9773,139.4,1,18,7,5,12.8,10,4,12.2
9085,113.9,1,20,8,5,12.0,8,4,15.0
9853,124.6,1,18,8,5,13.0,9,5,13.5
9070,123.8,0,18,6,6,11.833333333333334,8,6,11.0
9085,126.3,1,18,8,6,14.0,9,6,13.333333333333334
9773,120.4,1,18,6,6,12.333333333333334,6,6,13.5
9085,139.9,1,24,7,6,12.5,11,6,12.833333333333334
171,133.3,1,19,0,0,0.0,0,0,0.0
9500,126.0,1,18,8,7,15.657142857142857,8,7,15.657142857142857
9070,133.5,1,19,6,6,12.166666666666666,6,6,11.333333333333334
9853,127.9,1,19,0,0,0.0,0,0,0.0
9773,102.5,1,26,8,4,11.75,12,0,0.0
9254,97.0,0,36,10,0,0.0,5,0,0.0
171,134.7,0,19,0,0,0.0,0,0,0.0
9119,113.8,0,27,0,0,0.0,0,0,0.0
9119,116.9,1,18,9,1,13.0,5,0,0.0
9500,124.0,1,18,8,7,13.331428571428573,8,7,13.331428571428573
9070,117.5,1,28,0,0,0.0,0,0,0.0
171,154.8,1,21,0,0,0.0,0,0,0.0
9500,141.0,1,19,7,6,13.7,7,6,13.7
9670,120.0,0,26,5,0,0.0,5,0,0.0
9119,133.6,1,20,12,9,13.454545454545457,9,6,13.875
9500,122.0,1,19,8,7,12.2,8,7,12.2
9147,120.0,1,21,8,3,10.0,10,4,11.0
9670,114.2,1,23,7,5,13.0,7,6,12.857142857142858
8014,95.5,1,29,11,6,12.0,6,6,14.0
9500,120.0,1,20,8,7,15.028571428571428,8,7,15.028571428571428
9238,111.1,1,18,8,6,12.0,7,6,11.714285714285714
9773,128.6,1,19,8,5,12.0,8,5,12.4
9556,130.0,0,23,7,3,13.666666666666666,8,3,11.333333333333334
171,111.1,1,21,0,0,0.0,0,0,0.0
171,134.4,1,18,0,0,0.0,0,0,0.0
9070,131.0,0,21,6,1,14.0,7,0,0.0
9238,125.0,1,22,6,0,0.0,7,0,0.0
9556,106.0,1,21,8,7,12.375,11,5,12.583333333333334
9500,128.0,0,32,0,0,0.0,0,0,0.0
9003,120.0,1,27,21,18,11.421052631578949,16,13,11.076923076923077
9500,134.8,1,18,7,6,13.35,7,6,13.35
9070,112.0,1,24,6,6,15.0,6,2,16.0
9130,116.1,1,22,9,2,10.5,5,0,0.0
9130,120.0,0,22,0,0,0.0,6,0,0.0
9147,119.7,1,19,8,5,13.25,6,5,11.833333333333334
9119,117.1,1,19,10,0,0.0,5,0,0.0
9500,131.0,1,18,8,8,13.88125,8,8,13.88125
9254,130.9,1,18,8,6,11.333333333333334,8,5,12.6
171,134.9,1,20,0,0,0.0,0,0,0.0
9238,127.1,1,19,7,6,12.857142857142858,7,6,13.666666666666666
9773,110.2,1,19,6,5,11.6,6,6,12.5
9254,108.7,1,18,9,5,11.4,6,6,11.333333333333334
9070,147.7,1,22,7,7,13.571428571428571,9,9,13.77777777777778
9556,123.0,1,31,13,6,11.833333333333334,8,7,12.228571428571428
9853,142.8,1,19,7,7,14.428571428571429,7,7,14.142857142857142
9254,125.2,1,18,8,6,12.285714285714286,9,5,12.4
9085,141.8,1,21,7,5,14.4,5,5,13.8
9500,130.6,1,18,8,7,13.15,9,8,15.06875
9147,130.0,0,25,6,0,0.0,5,0,0.0
9119,100.0,1,21,5,0,0.0,8,0,0.0
9500,119.0,1,19,8,7,12.342857142857143,8,7,12.342857142857143
9254,122.2,1,22,10,4,10.5,14,1,11.0
9147,150.0,1,19,5,5,10.6,8,5,11.6
8014,135.5,1,58,6,0,0.0,6,0,0.0
9238,127.3,1,19,8,4,11.25,6,6,12.0
9670,127.0,1,23,11,6,10.5,10,10,11.7
9500,127.5,1,18,7,7,13.457142857142856,8,8,14.5125
9085,122.0,1,20,6,5,12.6,8,4,12.333333333333334
9085,115.8,0,18,0,0,0.0,0,0,0.0
9670,121.6,1,18,6,6,13.666666666666666,8,5,13.6
9147,116.4,1,18,5,5,11.6,5,5,11.8
9130,120.0,1,24,9,6,12.571428571428571,10,5,12.833333333333334
9853,127.3,1,18,7,5,11.8,7,5,11.4
9238,125.6,1,19,8,6,11.333333333333334,6,6,11.833333333333334
9254,118.5,1,18,6,6,10.666666666666666,6,6,11.5
171,134.6,1,19,0,0,0.0,0,0,0.0
9085,140.0,1,22,9,6,13.333333333333334,9,4,11.5
9773,117.9,1,21,6,5,13.0,7,6,12.833333333333334
9500,128.0,1,18,11,7,12.90857142857143,11,7,12.90857142857143
9853,113.2,1,20,12,4,12.0,11,1,10.0
9070,156.9,1,19,6,6,15.333333333333334,9,6,15.833333333333334
9147,100.0,0,26,7,6,13.0,6,2,14.0
8014,101.0,1,35,7,6,12.5,6,6,12.166666666666666
9670,121.5,1,19,7,6,13.0,6,6,14.333333333333334
9085,126.8,1,18,6,4,11.75,10,5,12.571428571428571
9670,132.9,1,19,5,4,12.5,5,4,14.25
171,134.3,1,25,19,17,11.61111111111111,22,17,12.055555555555555
9254,120.5,1,18,6,6,14.0,6,6,14.666666666666666
9003,144.1,0,26,8,0,0.0,10,0,0.0
9991,100.0,1,34,5,5,13.8,6,5,13.833333333333334
9254,114.8,0,18,6,0,0.0,5,0,0.0
171,111.9,0,18,0,0,0.0,0,0,0.0
9119,125.4,1,18,9,4,12.25,9,3,12.333333333333334
9003,140.0,1,20,12,3,11.5,12,3,13.666666666666666
9070,140.0,1,25,9,6,12.571428571428571,9,9,12.555555555555555
9130,127.8,1,18,9,6,12.0,10,5,12.166666666666666
9003,131.6,1,19,17,11,12.0,21,12,12.307692307692308
171,119.4,1,20,0,0,0.0,0,0,0.0
9238,129.9,1,20,9,6,12.0,6,6,11.166666666666666
9147,113.4,1,19,5,0,0.0,5,0,0.0
9147,112.0,0,20,5,0,0.0,0,0,0.0
9670,140.0,1,24,15,4,10.5,16,4,12.5
9003,150.0,1,20,8,5,12.857142857142858,11,6,12.3
9119,150.0,1,23,7,2,13.0,11,1,10.0
8014,116.2,1,21,11,11,12.454545454545457,17,8,12.75
9119,120.4,1,20,6,3,11.0,6,0,0.0
9773,155.0,1,18,6,6,15.5,6,6,14.166666666666666
9254,123.4,1,18,8,6,12.333333333333334,6,6,13.666666666666666
9773,126.2,1,18,7,6,11.333333333333334,8,6,12.285714285714286
9773,120.5,1,19,12,0,0.0,0,0,0.0
9130,122.5,1,19,11,4,12.0,9,5,12.6
9991,139.2,1,33,11,2,12.5,9,2,11.5
171,131.2,1,21,12,12,13.666666666666666,16,11,13.0
9003,120.0,0,25,17,2,14.5,13,0,0.0
9085,116.7,1,20,10,4,13.2,8,0,0.0
9085,150.0,1,22,11,5,12.166666666666666,14,5,14.8
9773,117.5,1,39,10,4,11.25,6,6,11.333333333333334
9670,137.6,1,21,8,6,15.166666666666666,7,6,14.428571428571429
9254,124.3,1,19,8,6,11.166666666666666,7,4,13.4
9500,116.0,1,26,8,6,10.983333333333334,8,6,10.983333333333334
9238,121.4,1,19,8,4,10.75,11,5,11.5
9085,142.8,0,20,15,11,13.384615384615383,13,7,14.285714285714286
8014,125.0,1,24,13,0,0.0,6,0,0.0
9119,126.1,1,20,7,4,13.0,9,5,14.833333333333334
9003,155.8,1,29,9,6,16.11111111111111,7,6,13.5
9773,116.0,1,20,8,6,11.5,8,6,11.0
9130,110.0,1,20,15,4,10.75,12,2,10.5
9670,97.2,1,24,10,4,11.6,8,5,13.0
9500,100.0,1,24,21,0,0.0,7,0,0.0
9119,140.0,1,23,5,5,13.8,7,5,14.142857142857142
9556,128.0,1,20,8,7,13.585714285714284,8,8,14.6875
9670,115.3,1,19,8,6,13.857142857142858,8,5,13.0
9003,160.0,1,20,9,6,13.444444444444445,9,5,12.6
9070,133.1,1,18,6,6,14.0,7,6,13.857142857142858
9670,119.0,1,20,10,1,12.0,0,0,0.0
9991,156.0,1,33,5,5,14.2,6,5,13.833333333333334
9773,123.1,0,19,12,3,11.0,12,3,12.0
171,136.1,1,19,0,0,0.0,0,0,0.0
9070,132.7,1,22,13,13,14.0,13,12,13.0
9500,128.2,1,39,0,0,0.0,0,0,0.0
9254,126.7,0,22,1,0,0.0,0,0,0.0
171,156.3,1,19,0,0,0.0,0,0,0.0
9254,116.1,1,19,6,6,13.5,6,6,14.333333333333334
9500,123.8,1,19,0,0,0.0,0,0,0.0
171,153.0,1,21,18,17,13.38888888888889,18,17,14.88888888888889
9500,140.0,0,39,0,0,0.0,0,0,0.0
171,131.9,1,19,12,12,13.583333333333334,12,11,13.583333333333334
9147,140.0,0,24,5,0,0.0,5,0,0.0
9991,115.0,1,27,9,1,10.0,5,0,0.0
9991,168.0,1,29,5,5,15.2,5,5,15.2
9085,101.3,1,20,12,4,12.8,17,0,0.0
9670,122.6,1,21,7,5,11.166666666666666,5,4,11.0
9500,132.3,1,19,9,7,12.828571428571427,9,7,12.828571428571427
9773,111.7,0,19,6,6,12.5,10,4,12.6
9119,98.7,1,28,12,3,10.0,10,3,12.4
9254,140.0,0,21,6,6,11.5,10,4,13.25
9500,140.0,0,23,11,7,11.328571428571427,11,7,11.328571428571427
9500,133.8,1,18,7,6,13.033333333333331,7,6,13.033333333333331
9773,100.0,1,59,8,6,12.166666666666666,7,4,11.75
9085,130.8,1,18,7,5,14.4,5,5,13.6
9500,106.2,1,27,14,0,0.0,14,0,0.0
9238,125.6,1,18,6,6,12.666666666666666,6,6,12.0
9853,117.5,0,20,14,2,12.0,14,3,11.666666666666666
9119,122.5,0,32,6,0,0.0,5,0,0.0
9147,132.9,1,19,5,3,11.666666666666666,10,4,10.8
9853,103.0,1,41,0,0,0.0,0,0,0.0
8014,107.0,1,38,12,1,10.0,10,0,0.0
9130,100.0,1,35,8,0,0.0,9,0,0.0
8014,100.0,1,27,11,4,12.25,16,3,12.0
9070,131.3,1,19,10,4,12.0,6,6,12.5
9991,118.4,0,39,5,0,0.0,5,0,0.0
9254,100.0,0,37,5,0,0.0,10,0,0.0
9500,110.0,0,37,8,0,0.0,8,0,0.0
8014,100.0,1,35,16,16,12.6875,13,13,12.0
9147,106.2,1,49,22,10,10.4,18,6,10.666666666666666
9147,110.0,1,52,26,14,10.466666666666669,16,12,10.923076923076923
9085,122.3,1,18,10,5,14.333333333333334,8,5,13.0
8014,112.5,1,30,7,6,14.666666666666666,7,6,14.333333333333334
9500,98.1,1,21,7,7,12.835714285714284,8,8,14.23125
9119,140.2,1,20,5,0,0.0,0,0,0.0
171,134.6,1,19,0,0,0.0,0,0,0.0
9500,126.8,1,18,8,8,13.24875,8,8,13.24875
9147,113.6,1,22,6,3,14.0,8,5,12.4
9238,126.6,1,19,8,6,13.625,7,6,12.166666666666666
9500,130.7,1,18,8,7,14.85,9,8,15.61111111111111
9147,105.9,1,21,9,4,10.75,6,5,11.4
9130,100.0,1,37,0,0,0.0,0,0,0.0
9003,120.0,0,38,8,0,0.0,10,0,0.0
9991,119.0,0,55,5,0,0.0,5,0,0.0
9003,110.0,0,28,17,5,13.0,11,4,11.75
9991,120.0,1,46,12,8,12.375,11,5,12.4
171,119.8,1,22,0,0,0.0,0,0,0.0
9670,135.6,1,46,10,5,11.4,9,4,13.75
9085,136.3,0,18,7,3,13.0,8,3,12.0
9773,149.2,1,21,6,6,13.5,6,6,14.166666666666666
9991,100.0,1,34,9,0,0.0,10,1,11.0
9853,125.0,1,21,9,5,12.0,8,5,11.2
9773,131.0,1,18,8,5,13.0,7,6,13.0
171,122.0,1,20,0,0,0.0,0,0,0.0
9254,118.0,1,19,13,2,10.5,11,1,12.0
8014,126.0,1,22,7,6,12.666666666666666,6,6,12.166666666666666
9003,120.0,1,23,6,1,11.0,8,0,0.0
171,155.6,1,19,0,0,0.0,0,0,0.0
171,127.3,0,19,0,0,0.0,0,0,0.0
9773,161.2,1,18,7,6,15.571428571428571,7,6,16.142857142857142
9238,140.9,1,18,10,4,12.0,7,5,11.8
9773,111.1,1,19,6,4,11.25,6,3,11.333333333333334
171,149.9,1,18,0,0,0.0,0,0,0.0
9003,120.0,1,19,8,6,12.142857142857142,11,5,13.6
9003,120.0,0,27,11,2,11.5,7,0,0.0
9254,98.9,1,20,10,4,13.0,6,6,13.0
9500,136.3,1,18,9,8,12.8875,9,8,12.8875
9070,130.0,1,18,7,6,12.833333333333334,7,6,12.571428571428571
9147,141.5,1,18,10,3,10.666666666666666,11,2,12.5
9500,114.5,1,18,11,6,11.983333333333334,12,8,12.28125
8014,100.0,0,37,9,0,0.0,5,0,0.0
8014,110.5,1,36,6,6,11.833333333333334,6,6,11.5
9085,101.0,1,26,21,3,12.666666666666666,15,2,11.0
9085,121.0,1,19,9,4,13.75,8,4,14.5
8014,95.0,1,24,8,5,11.4,8,5,11.8
9773,126.9,1,19,8,6,13.166666666666666,6,6,13.0
9670,116.3,1,20,10,6,12.833333333333334,8,5,11.8
9670,120.0,1,19,8,6,14.125,10,5,14.5
9085,123.6,1,21,10,3,11.666666666666666,5,5,13.0
9556,150.0,0,50,18,6,10.25,14,4,11.25
9556,120.0,1,47,16,6,12.514285714285716,15,4,11.75
9853,111.3,1,24,17,10,11.5,18,9,10.444444444444445
9991,150.0,0,48,5,1,10.0,5,0,0.0
9085,123.2,1,18,7,6,15.714285714285714,17,5,12.77777777777778
9991,130.0,1,32,9,4,12.5,7,4,11.0
9670,137.9,0,20,6,3,12.0,5,4,12.75
9119,100.0,1,24,11,0,0.0,5,0,0.0
9130,120.0,1,53,9,4,12.25,8,4,11.75
9773,131.0,0,42,5,0,0.0,4,0,0.0
9991,133.8,1,52,5,5,13.6,5,5,14.2
9991,150.0,1,49,6,5,12.2,9,5,11.8
9670,126.4,1,18,7,6,12.285714285714286,7,6,13.333333333333334
9130,154.0,1,37,12,3,12.0,8,4,13.0
9500,114.9,1,21,9,6,13.342857142857143,10,7,11.65
9670,110.0,1,26,5,0,0.0,5,0,0.0
9070,149.8,1,20,12,11,14.272727272727272,12,11,14.818181818181818
9500,117.9,1,19,9,7,12.1375,9,8,12.91111111111111
9070,165.8,1,18,7,6,14.166666666666666,7,6,14.857142857142858
9500,127.6,1,18,7,7,13.528571428571428,9,8,14.655555555555557
8014,123.8,1,20,8,5,12.0,8,6,11.0
9254,126.1,1,20,5,5,11.4,11,1,11.0
171,119.7,1,21,0,0,0.0,0,0,0.0
171,121.6,1,22,12,12,12.916666666666666,16,11,14.5
9500,100.0,1,18,8,7,13.6375,8,8,14.3875
9500,127.6,1,18,10,7,12.9,15,7,12.142857142857142
9500,132.5,1,19,8,7,14.36,8,7,14.36
9500,131.0,1,18,8,7,14.7,8,7,14.7
9556,113.3,1,20,7,7,13.0,8,8,15.0625
9853,121.9,1,20,6,6,13.5,6,0,0.0
9085,118.3,1,20,11,5,12.333333333333334,7,5,12.6
9147,118.8,1,19,6,5,13.4,6,5,13.0
171,143.3,1,20,0,0,0.0,0,0,0.0
9085,155.7,1,27,17,11,14.727272727272728,10,7,14.142857142857142
9085,153.9,1,18,7,6,16.571428571428573,6,6,15.666666666666666
9500,137.8,1,18,10,7,15.145,8,8,15.7425
9500,143.3,1,18,7,7,13.44285714285714,8,8,15.075
9085,123.2,1,20,8,5,14.166666666666666,6,4,11.75
9238,140.5,1,20,9,6,11.333333333333334,6,6,12.333333333333334
9500,130.0,1,18,8,8,13.76125,8,8,13.76125
9070,104.8,0,22,9,5,11.6,9,5,10.0
8014,132.5,1,22,7,4,12.75,8,5,13.0
9085,136.5,1,19,13,6,15.307692307692308,9,6,14.0
9130,130.0,0,21,12,5,13.285714285714286,10,4,12.0
9500,190.0,1,27,7,7,14.757142857142856,9,8,14.077777777777778
9500,128.5,1,18,7,6,12.766666666666666,7,6,12.766666666666666
9254,126.6,0,18,5,5,10.4,13,0,0.0
9556,131.6,1,19,0,0,0.0,0,0,0.0
9991,119.0,1,35,10,4,10.5,6,5,12.6
9085,127.6,1,23,6,4,14.25,6,5,13.4
